Data,Produto,Categoria,Quantidade,Tipo,Valor Unitário,Custo,Canal de Venda,Método de Pagamento,Estado,Município
2019-08-28 14:01:23,Monitor Samsung,Monitor,3,Venda,510.54,297.01,Distribuidor,Boleto,GO,Rio Quente
2019-08-28 14:23:51,Monitor Asus ROG,Monitor,1,Venda,463.52,227.06,Online,Cartão de Crédito,RN,Baraúna
2019-08-29 09:04:21,Teclado Logitech,Teclado,5,Venda,1058.88,809.53,Loja Física,Cartão de Crédito,RN,Baraúna
2019-08-29 11:46:20,Impressora Samsung,Impressora,5,Venda,901.97,683.86,Distribuidor,Transferência Bancária,RN,Baraúna
2019-08-30 11:34:51,HD Externo SanDisk,Armazenamento,5,Compra,157.35,62.93,Online,Cartão de Crédito,AL,Senador Rui Palmeira
2019-08-30 15:13:36,Monitor LG,Monitor,2,Venda,1072.43,872.1,Online,Cartão de Crédito,SC,Tunápolis
2019-08-30 15:26:47,Impressora Samsung,Impressora,2,Venda,1060.14,579.08,Distribuidor,Boleto,SE,Umbaúba
2019-09-02 10:09:44,Notebook Lenovo,Notebook,5,Venda,1052.78,345.45,Distribuidor,A Vista,BA,Jaborandi
2019-09-02 10:42:34,HD Externo Adata,Armazenamento,3,Venda,544.62,173.49,Loja Física,Transferência Bancária,MS,Juti
2019-09-02 11:32:24,Computador Apple,Computador,2,Venda,4957.47,1733.77,Distribuidor,A Vista,RO,Corumbiara
2019-09-02 12:17:19,Mouse Multilaser,Mouse,1,Venda,1164.97,479.75,Online,Boleto,ES,Governador Lindenberg
2019-09-02 12:57:30,Mouse Logitech,Mouse,5,Venda,1114.91,360.19,Distribuidor,Transferência Bancária,RN,Baraúna
2019-09-02 13:10:50,Notebook Acer,Notebook,3,Venda,2338.83,1278.77,Distribuidor,Boleto,SP,Vargem Grande Paulista
2019-09-02 13:23:28,Mouse Multilaser,Mouse,2,Venda,636.67,278.07,Online,Boleto,SP,Vargem Grande Paulista
2019-09-02 13:39:59,Mouse Razer,Mouse,2,Venda,490.18,189.49,Online,Boleto,AM,Tonantins
2019-09-02 14:26:36,Computador Dell,Computador,4,Venda,10828.18,4805.26,Online,Transferência Bancária,PI,Alagoinha do Piauí
2019-09-02 15:53:02,Notebook Acer,Notebook,4,Compra,2067.62,729.91,Online,Boleto,RS,Jóia
2019-09-02 16:46:17,Teclado Microsoft,Teclado,5,Venda,517.82,292.16,Distribuidor,Transferência Bancária,AM,Tonantins
2019-09-04 10:02:24,Monitor BenQ,Monitor,5,Compra,620.85,443.46,Online,Transferência Bancária,CE,Quiterianópolis
2019-09-04 11:00:33,Mouse Redragon,Mouse,1,Venda,800.13,364.63,Loja Física,Transferência Bancária,PA,Mojuí dos Campos
2019-09-04 11:08:15,Impressora Epson,Impressora,5,Compra,352.86,190.75,Distribuidor,Transferência Bancária,MT,Nova Mutum
2019-09-06 09:13:04,HD Externo Western Digital,Armazenamento,4,Compra,238.17,132.73,Loja Física,A Vista,RO,Corumbiara
2019-09-09 13:55:00,Monitor Asus ROG,Monitor,2,Compra,2431.77,1317.36,Loja Física,Transferência Bancária,SP,Vargem Grande Paulista
2019-09-09 14:11:06,Monitor Dell,Monitor,1,Venda,951.39,768.5,Loja Física,A Vista,RN,Baraúna
2019-09-09 15:10:38,Monitor LG,Monitor,1,Compra,890.21,688.27,Distribuidor,Transferência Bancária,GO,Rio Quente
2019-09-09 15:40:03,Mouse Redragon,Mouse,4,Venda,1046.18,314.83,Loja Física,Boleto,MT,Nova Mutum
2019-09-09 15:43:00,Mouse Redragon,Mouse,1,Compra,832.49,545.14,Loja Física,Transferência Bancária,SP,Vargem Grande Paulista
2019-09-09 16:11:59,Notebook Samsung,Notebook,3,Compra,1415.9,961.18,Distribuidor,A Vista,AC,Santa Rosa do Purus
2019-09-11 09:09:05,Monitor Samsung,Monitor,1,Venda,1098.06,732.85,Loja Física,Transferência Bancária,MG,Itaú de Minas
2019-09-11 09:31:50,Monitor Dell,Monitor,2,Venda,2096.09,1729.23,Loja Física,Boleto,MG,Itaú de Minas
2019-09-11 14:57:18,Monitor LG,Monitor,3,Venda,2382.57,1877.97,Online,A Vista,ES,Governador Lindenberg
2019-09-12 09:07:45,Mouse C3Teck,Mouse,4,Venda,261.66,130.75,Distribuidor,A Vista,AL,Senador Rui Palmeira
2019-09-12 10:31:18,HD Externo Adata,Armazenamento,3,Compra,345.86,223.38,Loja Física,Cartão de Crédito,AC,Santa Rosa do Purus
2019-09-12 13:25:15,Monitor LG,Monitor,5,Venda,1671.19,764.06,Loja Física,Transferência Bancária,SC,Tunápolis
2019-09-12 14:30:31,Mouse C3Teck,Mouse,4,Venda,718.65,223.86,Loja Física,A Vista,PR,Fazenda Rio Grande
2019-09-12 16:59:13,Monitor Asus ROG,Monitor,2,Venda,765.81,484.4,Distribuidor,A Vista,PI,Alagoinha do Piauí
2019-09-16 12:07:11,Impressora Samsung,Impressora,5,Venda,921.55,683.75,Distribuidor,Transferência Bancária,MG,Itaú de Minas
2019-09-16 12:39:08,Impressora Brother,Impressora,4,Compra,669.05,270.63,Distribuidor,Boleto,RR,São Luiz
2019-09-16 13:37:02,Notebook Samsung,Notebook,2,Venda,3163.36,2015.53,Online,Transferência Bancária,RO,Corumbiara
2019-09-16 14:13:04,Notebook Samsung,Notebook,1,Venda,679.65,325.21,Online,Transferência Bancária,AL,Senador Rui Palmeira
2019-09-16 14:41:31,Mouse Redragon,Mouse,1,Compra,566.73,436.1,Loja Física,Transferência Bancária,RS,Jóia
2019-09-16 15:11:13,Mouse C3Teck,Mouse,2,Compra,1121.48,447.57,Online,Cartão de Crédito,DF,Brasília
2019-09-16 15:49:04,Teclado Logitech,Teclado,2,Compra,1158.76,862.98,Distribuidor,Cartão de Crédito,PB,Várzea
2019-09-17 09:13:53,HD Externo Adata,Armazenamento,5,Venda,137.73,43.05,Loja Física,Boleto,AC,Santa Rosa do Purus
2019-09-18 10:51:00,HD Externo SanDisk,Armazenamento,5,Compra,456.07,323.16,Loja Física,A Vista,BA,Jaborandi
2019-09-19 10:41:06,Teclado Corsair,Teclado,2,Venda,461.14,270.15,Online,A Vista,PI,Alagoinha do Piauí
2019-09-19 10:54:14,HD Externo Seagate,Armazenamento,3,Venda,227.73,106.31,Distribuidor,A Vista,PE,Fernando de Noronha
2019-09-19 14:31:30,Monitor LG,Monitor,2,Compra,2029.08,1377.85,Online,Transferência Bancária,TO,Palmas
2019-09-20 10:24:44,Monitor LG,Monitor,3,Compra,1654.7,1347.6,Online,Cartão de Crédito,TO,Palmas
2019-09-23 10:30:04,Teclado Radragon,Teclado,3,Compra,1118.26,452.73,Online,Cartão de Crédito,MA,Zé Doca
2019-09-23 11:26:53,Monitor Samsung,Monitor,4,Venda,1423.46,963.74,Distribuidor,Boleto,PA,Mojuí dos Campos
2019-09-23 12:25:37,Mouse Redragon,Mouse,1,Venda,461.43,182.59,Distribuidor,Transferência Bancária,MA,Zé Doca
2019-09-23 13:45:32,Computador Dell,Computador,3,Compra,10816.39,3414.59,Loja Física,Transferência Bancária,MT,Nova Mutum
2019-09-23 14:16:30,Notebook Asus,Notebook,5,Venda,2209.76,1799.14,Loja Física,Cartão de Crédito,RS,Jóia
2019-09-23 14:28:32,Computador Apple,Computador,2,Compra,9511.11,5700.56,Distribuidor,Transferência Bancária,AL,Senador Rui Palmeira
2019-09-23 16:46:44,Teclado Radragon,Teclado,1,Compra,891.1,456.23,Online,Boleto,GO,Rio Quente
2019-09-23 16:52:39,Notebook Acer,Notebook,3,Compra,2923.87,2417.67,Loja Física,Transferência Bancária,CE,Quiterianópolis
2019-09-24 11:30:42,HD Externo SanDisk,Armazenamento,4,Venda,404.75,138.45,Loja Física,Cartão de Crédito,SE,Umbaúba
2019-09-24 13:03:33,Notebook Asus,Notebook,3,Venda,836.86,577.0,Online,Transferência Bancária,TO,Palmas
2019-09-24 15:15:23,Computador Lenovo,Computador,3,Venda,11319.75,8731.96,Distribuidor,Boleto,TO,Palmas
2019-09-25 11:59:36,Teclado Logitech,Teclado,3,Venda,295.38,237.98,Online,Cartão de Crédito,AC,Santa Rosa do Purus
2019-09-25 14:25:11,Monitor LG,Monitor,3,Compra,2176.16,1522.43,Loja Física,A Vista,RR,São Luiz
2019-09-26 09:00:40,Computador HP,Computador,3,Venda,4536.38,1898.04,Loja Física,Boleto,RS,Jóia
2019-09-26 09:22:21,Notebook Asus,Notebook,2,Compra,793.07,609.52,Distribuidor,Boleto,AP,Pracuúba
2019-09-26 09:54:52,Monitor Dell,Monitor,3,Venda,1336.42,784.97,Online,A Vista,RJ,São José do Vale do Rio Preto
2019-09-26 15:50:35,Monitor AOC,Monitor,4,Venda,1182.7,927.37,Distribuidor,Cartão de Crédito,AL,Senador Rui Palmeira
2019-09-27 11:49:08,Mouse Razer,Mouse,5,Compra,882.96,536.33,Online,Cartão de Crédito,PB,Várzea
2019-09-30 10:49:31,Monitor Asus ROG,Monitor,3,Compra,901.04,715.56,Loja Física,A Vista,SE,Umbaúba
2019-09-30 14:02:05,Mouse Razer,Mouse,5,Compra,898.97,356.09,Loja Física,Cartão de Crédito,CE,Quiterianópolis
2019-09-30 14:15:31,Teclado Logitech,Teclado,2,Compra,450.91,355.12,Loja Física,A Vista,MT,Nova Mutum
2019-09-30 14:39:45,Computador Lenovo,Computador,5,Compra,3848.5,1918.45,Distribuidor,Cartão de Crédito,ES,Governador Lindenberg
2019-09-30 14:51:59,Computador Apple,Computador,3,Compra,5247.39,1976.56,Online,Transferência Bancária,TO,Palmas
2019-09-30 14:59:06,Computador HP,Computador,1,Venda,7630.14,3101.63,Online,Cartão de Crédito,SE,Umbaúba
2019-09-30 15:03:06,Impressora HP,Impressora,5,Venda,1100.99,677.72,Distribuidor,A Vista,AM,Tonantins
2019-09-30 15:18:17,Notebook Lenovo,Notebook,3,Compra,3260.27,1193.23,Loja Física,Cartão de Crédito,PR,Fazenda Rio Grande
2019-09-30 16:02:33,Impressora Brother,Impressora,1,Venda,1109.3,428.13,Distribuidor,A Vista,PI,Alagoinha do Piauí
2019-10-01 13:23:30,Teclado Radragon,Teclado,5,Venda,487.74,221.17,Distribuidor,Cartão de Crédito,MG,Itaú de Minas
2019-10-02 11:03:43,Impressora HP,Impressora,1,Venda,687.69,555.54,Loja Física,Cartão de Crédito,MG,Itaú de Minas
2019-10-02 11:09:51,Impressora Samsung,Impressora,5,Venda,740.41,467.54,Loja Física,Cartão de Crédito,PA,Mojuí dos Campos
2019-10-02 12:05:17,Monitor AOC,Monitor,5,Venda,936.91,484.42,Loja Física,Transferência Bancária,GO,Rio Quente
2019-10-02 14:56:08,Mouse C3Teck,Mouse,2,Compra,937.36,606.67,Distribuidor,Cartão de Crédito,AL,Senador Rui Palmeira
2019-10-07 11:55:54,Teclado Corsair,Teclado,1,Venda,884.5,379.74,Loja Física,Boleto,PI,Alagoinha do Piauí
2019-10-07 13:11:54,Computador Dell,Computador,5,Compra,6130.75,3109.71,Online,Boleto,SC,Tunápolis
2019-10-07 15:23:08,Monitor Samsung,Monitor,4,Venda,1992.15,1354.32,Online,A Vista,RS,Jóia
2019-10-07 16:01:54,Notebook Asus,Notebook,4,Venda,2972.25,2322.21,Online,Transferência Bancária,SP,Vargem Grande Paulista
2019-10-07 16:53:22,Teclado Microsoft,Teclado,1,Venda,1217.41,979.22,Online,A Vista,MS,Juti
2019-10-07 16:56:49,HD Externo SanDisk,Armazenamento,5,Compra,236.86,111.08,Online,Boleto,PI,Alagoinha do Piauí
2019-10-10 09:50:26,Notebook Asus,Notebook,4,Compra,2720.18,2110.39,Loja Física,Transferência Bancária,RS,Jóia
2019-10-10 10:19:22,Impressora Epson,Impressora,1,Venda,932.81,636.57,Distribuidor,Boleto,SC,Tunápolis
2019-10-10 14:02:05,Monitor LG,Monitor,2,Compra,716.8,581.32,Distribuidor,Boleto,BA,Jaborandi
2019-10-10 15:57:19,Notebook Samsung,Notebook,4,Compra,1850.31,1195.08,Online,Transferência Bancária,AP,Pracuúba
2019-10-11 11:25:34,Notebook Dell,Notebook,1,Compra,3362.1,1610.49,Online,A Vista,BA,Jaborandi
2019-10-14 09:04:45,Mouse C3Teck,Mouse,4,Compra,778.07,562.0,Distribuidor,A Vista,DF,Brasília
2019-10-14 11:16:41,Mouse C3Teck,Mouse,1,Compra,440.91,213.79,Distribuidor,Cartão de Crédito,SP,Vargem Grande Paulista
2019-10-14 11:24:19,Notebook Samsung,Notebook,3,Compra,885.63,435.78,Loja Física,Cartão de Crédito,CE,Quiterianópolis
2019-10-14 13:49:52,Impressora Epson,Impressora,1,Venda,1508.35,1194.07,Online,Transferência Bancária,MA,Zé Doca
2019-10-14 14:29:52,Notebook Asus,Notebook,3,Venda,3095.53,2611.18,Loja Física,Cartão de Crédito,PA,Mojuí dos Campos
2019-10-15 09:01:06,Computador HP,Computador,1,Compra,5006.94,2506.92,Loja Física,A Vista,RN,Baraúna
2019-10-16 11:44:17,Notebook Lenovo,Notebook,5,Venda,3284.24,1594.29,Online,Boleto,RJ,São José do Vale do Rio Preto
2019-10-17 09:53:24,Mouse Logitech,Mouse,4,Venda,1161.61,504.65,Distribuidor,Transferência Bancária,RS,Jóia
2019-10-18 11:12:55,Computador Dell,Computador,3,Compra,4973.56,3940.29,Online,A Vista,TO,Palmas
2019-10-18 12:12:30,Computador Dell,Computador,1,Venda,11893.36,3887.86,Loja Física,A Vista,AM,Tonantins
2019-10-18 16:43:26,Monitor AOC,Monitor,2,Compra,1509.11,729.22,Loja Física,Transferência Bancária,AC,Santa Rosa do Purus
2019-10-21 09:06:23,HD Externo Adata,Armazenamento,5,Venda,607.41,493.49,Distribuidor,Cartão de Crédito,ES,Governador Lindenberg
2019-10-21 13:22:30,Teclado Radragon,Teclado,5,Compra,1116.44,359.17,Loja Física,Cartão de Crédito,MT,Nova Mutum
2019-10-21 14:22:57,Computador Apple,Computador,4,Venda,5893.81,2719.0,Distribuidor,Boleto,PB,Várzea
2019-10-21 15:39:02,Notebook Samsung,Notebook,5,Compra,806.02,673.59,Distribuidor,Cartão de Crédito,RO,Corumbiara
2019-10-23 10:56:22,Mouse C3Teck,Mouse,5,Venda,763.49,494.31,Loja Física,Transferência Bancária,AM,Tonantins
2019-10-23 14:05:42,Teclado Microsoft,Teclado,4,Compra,721.6,427.97,Distribuidor,A Vista,RS,Jóia
2019-10-23 14:31:38,Mouse Redragon,Mouse,2,Compra,762.82,515.78,Loja Física,A Vista,TO,Palmas
2019-10-25 09:43:50,Computador Apple,Computador,3,Venda,9964.04,6668.63,Online,Transferência Bancária,CE,Quiterianópolis
2019-10-25 09:44:15,Monitor AOC,Monitor,2,Compra,2165.31,903.8,Distribuidor,Cartão de Crédito,TO,Palmas
2019-10-25 10:51:29,Mouse C3Teck,Mouse,3,Venda,779.33,660.36,Distribuidor,Boleto,TO,Palmas
2019-10-25 15:01:45,Computador Dell,Computador,4,Compra,8308.18,4936.85,Distribuidor,Boleto,AL,Senador Rui Palmeira
2019-10-25 15:17:37,Monitor Dell,Monitor,4,Compra,1730.29,1182.52,Online,Transferência Bancária,RN,Baraúna
2019-10-28 14:23:01,Mouse Multilaser,Mouse,2,Compra,471.61,295.23,Online,A Vista,PE,Fernando de Noronha
2019-10-28 14:31:45,Notebook Dell,Notebook,5,Compra,1979.89,1435.68,Distribuidor,A Vista,RO,Corumbiara
2019-10-28 15:05:20,HD Externo Western Digital,Armazenamento,5,Compra,466.76,282.95,Online,Cartão de Crédito,RJ,São José do Vale do Rio Preto
2019-10-29 09:14:57,Impressora Brother,Impressora,4,Compra,853.85,476.58,Loja Física,A Vista,ES,Governador Lindenberg
2019-10-29 09:50:50,Computador Dell,Computador,2,Venda,9278.03,7286.09,Online,Transferência Bancária,RS,Jóia
2019-10-29 10:19:13,Monitor LG,Monitor,4,Compra,1028.19,719.85,Distribuidor,Boleto,RN,Baraúna
2019-10-29 12:38:56,Computador Apple,Computador,4,Venda,11923.4,6326.54,Loja Física,Boleto,PR,Fazenda Rio Grande
2019-10-29 14:08:48,Impressora HP,Impressora,4,Compra,1395.54,615.83,Loja Física,Transferência Bancária,AP,Pracuúba
2019-10-29 15:37:49,Teclado Logitech,Teclado,1,Compra,848.41,714.5,Online,Cartão de Crédito,AM,Tonantins
2019-10-29 15:50:33,HD Externo Adata,Armazenamento,2,Compra,506.74,228.42,Online,Transferência Bancária,PI,Alagoinha do Piauí
2019-10-30 13:10:17,Mouse Multilaser,Mouse,4,Compra,952.37,788.43,Distribuidor,Transferência Bancária,SP,Vargem Grande Paulista
2019-10-30 14:18:06,Computador Dell,Computador,1,Venda,4904.68,2239.7,Online,Cartão de Crédito,PE,Fernando de Noronha
2019-10-31 12:08:19,Computador Dell,Computador,2,Compra,3380.44,1853.3,Loja Física,Boleto,RO,Corumbiara
2019-11-01 11:48:56,Mouse Logitech,Mouse,4,Venda,764.52,379.55,Loja Física,Transferência Bancária,RS,Jóia
2019-11-01 12:56:58,Notebook Lenovo,Notebook,5,Compra,2628.0,1105.14,Loja Física,Boleto,AP,Pracuúba
2019-11-01 12:58:27,HD Externo SanDisk,Armazenamento,2,Compra,314.66,230.83,Distribuidor,A Vista,MT,Nova Mutum
2019-11-01 13:41:11,Teclado Microsoft,Teclado,1,Compra,532.81,269.69,Online,Transferência Bancária,PB,Várzea
2019-11-04 09:20:45,Impressora Epson,Impressora,1,Venda,1459.47,1085.67,Online,A Vista,PE,Fernando de Noronha
2019-11-04 09:35:11,Monitor Dell,Monitor,4,Compra,1188.7,674.04,Loja Física,A Vista,SE,Umbaúba
2019-11-04 11:36:44,Impressora HP,Impressora,5,Venda,1051.96,695.47,Distribuidor,Boleto,AL,Senador Rui Palmeira
2019-11-04 16:24:28,Computador Lenovo,Computador,5,Venda,2633.23,1108.35,Distribuidor,Cartão de Crédito,PR,Fazenda Rio Grande
2019-11-05 10:59:30,Mouse Logitech,Mouse,1,Venda,871.0,723.43,Online,Cartão de Crédito,SC,Tunápolis
2019-11-05 11:02:40,Monitor Dell,Monitor,2,Venda,1821.46,1500.98,Loja Física,Cartão de Crédito,AC,Santa Rosa do Purus
2019-11-05 13:17:41,Monitor AOC,Monitor,5,Venda,710.38,315.11,Online,Transferência Bancária,AP,Pracuúba
2019-11-05 13:50:29,Mouse Razer,Mouse,4,Compra,591.48,272.89,Online,Cartão de Crédito,SP,Vargem Grande Paulista
2019-11-06 11:29:22,HD Externo Western Digital,Armazenamento,1,Compra,158.83,113.88,Distribuidor,Cartão de Crédito,AC,Santa Rosa do Purus
2019-11-07 10:49:40,Computador Lenovo,Computador,3,Compra,6608.75,3291.06,Distribuidor,Boleto,SP,Vargem Grande Paulista
2019-11-07 11:47:15,Mouse C3Teck,Mouse,4,Compra,264.34,213.51,Loja Física,Transferência Bancária,RS,Jóia
2019-11-07 15:11:38,Monitor Dell,Monitor,2,Compra,1212.12,951.0,Online,A Vista,RO,Corumbiara
2019-11-08 12:03:59,HD Externo Western Digital,Armazenamento,2,Venda,538.0,383.23,Online,Transferência Bancária,AP,Pracuúba
2019-11-08 12:44:29,Notebook Acer,Notebook,4,Compra,782.66,658.31,Loja Física,A Vista,MS,Juti
2019-11-08 15:33:41,Mouse Multilaser,Mouse,3,Compra,875.71,302.69,Distribuidor,Cartão de Crédito,SC,Tunápolis
2019-11-11 10:48:14,Notebook Lenovo,Notebook,4,Compra,838.33,438.09,Distribuidor,A Vista,SP,Vargem Grande Paulista
2019-11-11 13:01:20,Mouse C3Teck,Mouse,5,Compra,588.25,453.29,Online,A Vista,MA,Zé Doca
2019-11-11 14:11:00,Computador HP,Computador,5,Compra,3961.1,2291.98,Online,Boleto,RS,Jóia
2019-11-11 15:13:43,Teclado Logitech,Teclado,1,Compra,923.36,531.38,Online,A Vista,DF,Brasília
2019-11-11 15:50:21,Impressora Samsung,Impressora,1,Compra,1618.93,704.06,Online,Boleto,DF,Brasília
2019-11-13 09:46:33,Mouse Logitech,Mouse,3,Venda,862.11,597.67,Online,Transferência Bancária,AM,Tonantins
2019-11-13 12:17:50,Monitor AOC,Monitor,2,Compra,2445.87,1236.62,Online,Cartão de Crédito,TO,Palmas
2019-11-13 12:30:44,Computador Dell,Computador,5,Compra,11638.13,6698.01,Loja Física,Boleto,PI,Alagoinha do Piauí
2019-11-13 16:53:57,Monitor AOC,Monitor,1,Venda,1554.02,1018.61,Online,Cartão de Crédito,MG,Itaú de Minas
2019-11-15 10:23:20,Notebook Dell,Notebook,3,Venda,2988.07,1006.84,Distribuidor,A Vista,TO,Palmas
2019-11-18 09:22:45,Teclado Corsair,Teclado,4,Venda,843.97,607.94,Distribuidor,A Vista,AL,Senador Rui Palmeira
2019-11-18 11:13:05,Teclado Corsair,Teclado,5,Compra,451.07,203.92,Loja Física,A Vista,CE,Quiterianópolis
2019-11-18 11:51:51,HD Externo Western Digital,Armazenamento,2,Venda,189.51,121.43,Loja Física,Boleto,MG,Itaú de Minas
2019-11-18 13:34:24,HD Externo Western Digital,Armazenamento,2,Venda,234.13,188.61,Online,Cartão de Crédito,CE,Quiterianópolis
2019-11-18 16:58:47,Notebook Asus,Notebook,3,Venda,1080.76,597.69,Distribuidor,Boleto,PA,Mojuí dos Campos
2019-11-19 09:38:35,HD Externo Seagate,Armazenamento,2,Venda,303.97,129.96,Loja Física,Transferência Bancária,GO,Rio Quente
2019-11-20 09:18:44,Mouse C3Teck,Mouse,3,Venda,940.09,459.68,Online,Transferência Bancária,BA,Jaborandi
2019-11-21 14:55:58,Mouse Razer,Mouse,3,Compra,981.19,458.8,Online,Boleto,CE,Quiterianópolis
2019-11-22 15:30:45,Monitor LG,Monitor,5,Compra,1379.24,1158.82,Online,Transferência Bancária,RJ,São José do Vale do Rio Preto
2019-11-22 15:57:42,Monitor BenQ,Monitor,5,Venda,793.77,470.59,Online,Cartão de Crédito,ES,Governador Lindenberg
2019-11-25 09:35:09,Notebook Asus,Notebook,5,Compra,1046.71,811.24,Loja Física,Cartão de Crédito,MT,Nova Mutum
2019-11-25 10:43:16,Monitor LG,Monitor,1,Venda,1783.9,730.29,Online,Boleto,MA,Zé Doca
2019-11-25 11:38:11,Teclado Microsoft,Teclado,4,Venda,892.88,426.09,Distribuidor,Boleto,MS,Juti
2019-11-25 11:53:30,Notebook Acer,Notebook,4,Compra,2001.96,962.04,Online,Transferência Bancária,MA,Zé Doca
2019-11-25 11:54:14,Notebook Dell,Notebook,4,Venda,2759.02,1293.68,Online,Transferência Bancária,PE,Fernando de Noronha
2019-11-25 13:18:58,Notebook Dell,Notebook,5,Compra,3125.17,2176.69,Online,Transferência Bancária,BA,Jaborandi
2019-11-25 15:23:15,Monitor AOC,Monitor,2,Venda,1316.77,603.35,Online,A Vista,RN,Baraúna
2019-11-25 15:31:56,Mouse Razer,Mouse,5,Compra,824.81,694.8,Loja Física,Transferência Bancária,SP,Vargem Grande Paulista
2019-11-25 15:44:59,Teclado Corsair,Teclado,5,Venda,767.12,361.64,Loja Física,Cartão de Crédito,AP,Pracuúba
2019-11-26 10:40:21,Teclado Corsair,Teclado,1,Venda,413.42,306.99,Online,Transferência Bancária,AC,Santa Rosa do Purus
2019-11-26 11:20:56,HD Externo Western Digital,Armazenamento,1,Compra,248.43,83.96,Loja Física,Transferência Bancária,PB,Várzea
2019-11-27 10:03:21,Computador Dell,Computador,2,Venda,3531.74,2349.5,Distribuidor,Cartão de Crédito,PR,Fazenda Rio Grande
2019-11-27 14:01:48,Mouse C3Teck,Mouse,5,Venda,985.92,559.32,Loja Física,Cartão de Crédito,PE,Fernando de Noronha
2019-11-27 16:50:13,Computador Dell,Computador,4,Compra,4282.59,3213.38,Online,Transferência Bancária,ES,Governador Lindenberg
2019-11-28 10:13:14,Monitor AOC,Monitor,5,Venda,1357.05,979.77,Online,A Vista,SP,Vargem Grande Paulista
2019-11-28 10:50:53,Computador Apple,Computador,3,Compra,12646.42,7837.07,Online,Boleto,RO,Corumbiara
2019-11-29 09:37:00,Teclado Logitech,Teclado,2,Venda,1192.37,925.05,Distribuidor,Transferência Bancária,AL,Senador Rui Palmeira
2019-11-29 12:47:27,Mouse Multilaser,Mouse,4,Compra,959.09,524.97,Distribuidor,Cartão de Crédito,DF,Brasília
2019-11-29 15:42:04,Monitor Dell,Monitor,3,Compra,849.54,473.86,Online,Cartão de Crédito,SP,Vargem Grande Paulista
2019-12-02 09:40:21,Computador Dell,Computador,4,Compra,3563.91,1634.71,Loja Física,A Vista,GO,Rio Quente
2019-12-02 12:41:54,Monitor BenQ,Monitor,4,Venda,1418.33,659.19,Loja Física,Boleto,SE,Umbaúba
2019-12-02 12:48:56,Impressora Brother,Impressora,4,Venda,610.21,251.32,Distribuidor,Cartão de Crédito,MT,Nova Mutum
2019-12-02 12:56:31,Mouse Razer,Mouse,3,Compra,867.54,486.3,Online,Boleto,ES,Governador Lindenberg
2019-12-02 13:05:59,Monitor BenQ,Monitor,1,Compra,1176.94,503.78,Loja Física,Transferência Bancária,RR,São Luiz
2019-12-02 15:21:09,Monitor LG,Monitor,1,Compra,480.86,294.48,Online,A Vista,PR,Fazenda Rio Grande
2019-12-02 16:11:49,Monitor Dell,Monitor,4,Compra,1428.39,700.77,Loja Física,Cartão de Crédito,MG,Itaú de Minas
2019-12-03 13:44:48,Monitor LG,Monitor,4,Venda,978.65,749.81,Online,A Vista,MG,Itaú de Minas
2019-12-03 14:28:25,Mouse C3Teck,Mouse,5,Venda,348.63,186.68,Loja Física,Cartão de Crédito,RN,Baraúna
2019-12-05 10:15:01,Notebook Acer,Notebook,5,Venda,2154.12,1652.32,Online,Cartão de Crédito,MS,Juti
2019-12-09 11:40:44,Monitor BenQ,Monitor,2,Compra,903.04,622.99,Distribuidor,Boleto,BA,Jaborandi
2019-12-09 12:35:54,Computador HP,Computador,2,Venda,8117.55,5997.48,Online,Cartão de Crédito,SP,Vargem Grande Paulista
2019-12-09 12:43:54,Monitor Samsung,Monitor,2,Compra,936.36,595.89,Online,Transferência Bancária,TO,Palmas
2019-12-09 15:19:51,Mouse Redragon,Mouse,2,Compra,406.24,331.08,Online,Boleto,GO,Rio Quente
2019-12-11 11:26:54,Teclado Radragon,Teclado,1,Venda,837.46,278.9,Loja Física,Transferência Bancária,DF,Brasília
2019-12-11 14:24:47,Computador HP,Computador,3,Compra,6644.08,3614.63,Online,A Vista,PA,Mojuí dos Campos
2019-12-12 12:07:27,Monitor Asus ROG,Monitor,4,Venda,2429.57,1458.56,Online,Boleto,PR,Fazenda Rio Grande
2019-12-12 12:49:47,Mouse C3Teck,Mouse,1,Venda,961.43,388.02,Loja Física,A Vista,DF,Brasília
2019-12-12 13:21:43,Mouse Multilaser,Mouse,3,Venda,599.27,198.32,Loja Física,Cartão de Crédito,PA,Mojuí dos Campos
2019-12-13 11:18:40,Mouse Multilaser,Mouse,4,Venda,948.27,400.94,Distribuidor,Transferência Bancária,RS,Jóia
2019-12-13 12:03:42,Mouse Redragon,Mouse,1,Venda,237.2,148.16,Online,Transferência Bancária,SP,Vargem Grande Paulista
2019-12-13 12:07:29,Teclado Logitech,Teclado,1,Compra,539.86,362.71,Distribuidor,A Vista,RR,São Luiz
2019-12-13 12:44:20,HD Externo Seagate,Armazenamento,3,Venda,466.61,155.88,Loja Física,Transferência Bancária,SP,Vargem Grande Paulista
2019-12-16 09:09:55,Teclado Logitech,Teclado,4,Venda,1020.4,619.19,Online,Cartão de Crédito,MG,Itaú de Minas
2019-12-16 09:12:27,Notebook Acer,Notebook,4,Venda,2582.95,1426.39,Distribuidor,Transferência Bancária,BA,Jaborandi
2019-12-16 10:05:41,Mouse Multilaser,Mouse,5,Venda,979.76,379.38,Loja Física,Transferência Bancária,RJ,São José do Vale do Rio Preto
